,PartNumber,Inductance,SubCkt
2331,MSS1038T-223,22uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-223;* Inductance = 22uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-30MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-223_imp port1 port2 PARAMS: Cpar=4.529pF Ind=22uH;X1 port1 port2 Model1D PARAMS:;+ R1=105;+ R2=0.073;+ C= {Cpar};+ K1=0.00025;+ K2=6.75;+ K3= {Ind};+ K4=0.15;+ K5=0.0000099;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=16540.3818;.ends MSS1038T-223_imp
2332,MSS1038T-273,27uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-273;* Inductance = 27uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-20MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-273_imp port1 port2 PARAMS: Cpar=4.954pF Ind=27uH;X1 port1 port2 Model1D PARAMS:;+ R1=125;+ R2=0.089;+ C= {Cpar};+ K1=0.00022;+ K2=10;+ K3= {Ind};+ K4=0.23;+ K5=0.00000998;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=19215.5391;.ends MSS1038T-273_imp
2333,MSS1038T-333,33uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-333;* Inductance = 33uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-20MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-333_imp port1 port2 PARAMS: Cpar=4.735pF Ind=33uH;X1 port1 port2 Model1D PARAMS:;+ R1=125;+ R2=0.093;+ C= {Cpar};+ K1=0.00025;+ K2=10;+ K3= {Ind};+ K4=0.23;+ K5=0.00000998;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=21126.7238;.ends MSS1038T-333_imp
2334,MSS1038T-393,39uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-393;* Inductance = 39uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-20MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-393_imp port1 port2 PARAMS: Cpar=3.895pF Ind=39uH;X1 port1 port2 Model1D PARAMS:;+ R1=140;+ R2=0.112;+ C= {Cpar};+ K1=0.0003;+ K2=11;+ K3= {Ind};+ K4=0.29;+ K5=0.00000995;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=24732.7743;.ends MSS1038T-393_imp
2335,MSS1038T-473,47uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-473;* Inductance = 47uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-20MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-473_imp port1 port2 PARAMS: Cpar=4.833pF Ind=47uH;X1 port1 port2 Model1D PARAMS:;+ R1=75;+ R2=0.128;+ C= {Cpar};+ K1=0.0005;+ K2=11.5;+ K3= {Ind};+ K4=0.57;+ K5=0.00000995;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=28091.3829;.ends MSS1038T-473_imp
2336,MSS1038T-563,56uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-563;* Inductance = 56uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-20MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-563_imp port1 port2 PARAMS: Cpar=4.76pF Ind=56uH;X1 port1 port2 Model1D PARAMS:;+ R1=65;+ R2=0.18;+ C= {Cpar};+ K1=0.0004;+ K2=14.7;+ K3= {Ind};+ K4=0.66;+ K5=0.00001;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=35619.287;.ends MSS1038T-563_imp
2337,MSS1038T-683,68uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-683;* Inductance = 68uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-20MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-683_imp port1 port2 PARAMS: Cpar=4.705pF Ind=68uH;X1 port1 port2 Model1D PARAMS:;+ R1=25;+ R2=0.213;+ C= {Cpar};+ K1=0.0007;+ K2=16.3;+ K3= {Ind};+ K4=0.842;+ K5=0.00000998;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=44117.0656;.ends MSS1038T-683_imp
2338,MSS1038T-823,82uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-823;* Inductance = 82uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-10MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-823_imp port1 port2 PARAMS: Cpar=3.969pF Ind=82uH;X1 port1 port2 Model1D PARAMS:;+ R1=130;+ R2=0.261;+ C= {Cpar};+ K1=0.00035;+ K2=24;+ K3= {Ind};+ K4=0.842;+ K5=0.0000101;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=47639.045;.ends MSS1038T-823_imp
2339,MSS1038T-104,100uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-104;* Inductance = 100uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-10MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-104_imp port1 port2 PARAMS: Cpar=3.82pF Ind=100uH;X1 port1 port2 Model1D PARAMS:;+ R1=30;+ R2=0.304;+ C= {Cpar};+ K1=0.00025;+ K2=24;+ K3= {Ind};+ K4=0.693;+ K5=0.0000101;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=63093.6797;.ends MSS1038T-104_imp
2340,MSS1038T-124,120uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-124;* Inductance = 120uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-10MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-124_imp port1 port2 PARAMS: Cpar=4.74pF Ind=120uH;X1 port1 port2 Model1D PARAMS:;+ R1=135;+ R2=0.38;+ C= {Cpar};+ K1=0.00005;+ K2=32;+ K3= {Ind};+ K4=0.7;+ K5=0.0000103;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=56482.6202;.ends MSS1038T-124_imp
2341,MSS1038T-154,150uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-154;* Inductance = 150uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-10MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-154_imp port1 port2 PARAMS: Cpar=4.185pF Ind=150uH;X1 port1 port2 Model1D PARAMS:;+ R1=30;+ R2=0.506;+ C= {Cpar};+ K1=0.00015;+ K2=32;+ K3= {Ind};+ K4=0.8;+ K5=0.0000103;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=75271.3653;.ends MSS1038T-154_imp
2342,MSS1038T-184,180uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-184;* Inductance = 180uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-10MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-184_imp port1 port2 PARAMS: Cpar=4.462pF Ind=180uH;X1 port1 port2 Model1D PARAMS:;+ R1=110;+ R2=0.582;+ C= {Cpar};+ K1=0.0005;+ K2=76;+ K3= {Ind};+ K4=0.76;+ K5=0.0000107;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=118975.573;.ends MSS1038T-184_imp
2343,MSS1038T-224,220uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-224;* Inductance = 220uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-10MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-224_imp port1 port2 PARAMS: Cpar=5.039pF Ind=220uH;X1 port1 port2 Model1D PARAMS:;+ R1=150;+ R2=0.756;+ C= {Cpar};+ K1=0.0005;+ K2=78;+ K3= {Ind};+ K4=1.31;+ K5=0.0000107;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=105361.999;.ends MSS1038T-224_imp
2344,MSS1038T-274,270uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-274;* Inductance = 270uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-10MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-274_imp port1 port2 PARAMS: Cpar=6.188pF Ind=270uH;X1 port1 port2 Model1D PARAMS:;+ R1=55;+ R2=0.926;+ C= {Cpar};+ K1=0.0004;+ K2=110;+ K3= {Ind};+ K4=1.04;+ K5=0.0000118;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=168807.788;.ends MSS1038T-274_imp
2345,MSS1038T-334,330uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-334;* Inductance = 330uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-10MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-334_imp port1 port2 PARAMS: Cpar=5.246pF Ind=330uH;X1 port1 port2 Model1D PARAMS:;+ R1=75;+ R2=1.09;+ C= {Cpar};+ K1=0.0005;+ K2=110;+ K3= {Ind};+ K4=1.03;+ K5=0.0000123;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=169908.789;.ends MSS1038T-334_imp
2346,MSS1038T-394,390uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-394;* Inductance = 390uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-6MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-394_imp port1 port2 PARAMS: Cpar=6.012pF Ind=390uH;X1 port1 port2 Model1D PARAMS:;+ R1=100;+ R2=1.141;+ C= {Cpar};+ K1=0.0005;+ K2=140;+ K3= {Ind};+ K4=1.52;+ K5=0.0000126;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=180470.826;.ends MSS1038T-394_imp
2347,MSS1038T-474,470uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-474;* Inductance = 470uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-6MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-474_imp port1 port2 PARAMS: Cpar=5.032pF Ind=470uH;X1 port1 port2 Model1D PARAMS:;+ R1=50;+ R2=1.243;+ C= {Cpar};+ K1=0.0007;+ K2=135;+ K3= {Ind};+ K4=1.69;+ K5=0.0000128;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=214666.88;.ends MSS1038T-474_imp
2348,MSS1038T-564,560uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-564;* Inductance = 560uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-4MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-564_imp port1 port2 PARAMS: Cpar=7.246pF Ind=560uH;X1 port1 port2 Model1D PARAMS:;+ R1=105;+ R2=1.696;+ C= {Cpar};+ K1=0.0006;+ K2=200;+ K3= {Ind};+ K4=2.9;+ K5=0.0000136;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=218095.229;.ends MSS1038T-564_imp
2349,MSS1038T-684,680uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-684;* Inductance = 680uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-4MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-684_imp port1 port2 PARAMS: Cpar=6.592pF Ind=680uH;X1 port1 port2 Model1D PARAMS:;+ R1=75;+ R2=1.926;+ C= {Cpar};+ K1=0.0005;+ K2=245;+ K3= {Ind};+ K4=3.73;+ K5=0.0000138;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=293202.976;.ends MSS1038T-684_imp
2350,MSS1038T-824,820uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-824;* Inductance = 820uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-3MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-824_imp port1 port2 PARAMS: Cpar=8.126pF Ind=820uH;X1 port1 port2 Model1D PARAMS:;+ R1=200;+ R2=2.596;+ C= {Cpar};+ K1=0.0006;+ K2=320;+ K3= {Ind};+ K4=3.75;+ K5=0.0000178;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=232897.184;.ends MSS1038T-824_imp
2351,MSS1038T-105,1000uH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1038T-105;* Inductance = 1000uH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-3MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1038T-105_imp port1 port2 PARAMS: Cpar=7.917pF Ind=1000uH;X1 port1 port2 Model1D PARAMS:;+ R1=210;+ R2=2.853;+ C= {Cpar};+ K1=0.0007;+ K2=400;+ K3= {Ind};+ K4=5.94;+ K5=0.000017;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=277137.114;.ends MSS1038T-105_imp
2354,MSS1048-801,800nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : MSS1048-801;* Inductance = 800nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.1MHz-100MHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt MSS1048-801_imp port1 port2 PARAMS: Cpar=1.268pF Ind=0.8uH;X1 port1 port2 Model1D PARAMS:;+ R1=375;+ R2=0.0043;+ C= {Cpar};+ K1=0.00003;+ K2=0.7;+ K3= {Ind};+ K4=0.023;+ K5=0.0000097;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=1091.11962;.ends MSS1048-801_imp
